emoji,tts,keywords,all_words,category,group,subgroup,unicode_name
🫢,face with open eyes and hand over mouth,amazement | awe | disbelief | embarrass | eyes | face | gasp | hand | mouth | omg | open | over | quiet | scared | shock | surprise,face with open eyes and hand over mouth | amazement | awe | disbelief | embarrass | eyes | face | gasp | hand | mouth | omg | open | over | quiet | scared | shock | surprise,face hand,Smileys & Emotion,face-hand,face with open eyes and hand over mouth
🫣,face with peeking eye,captivated | embarrass | eye | face | hide | hiding | peek | peeking | peep | scared | shy | stare,face with peeking eye | captivated | embarrass | eye | face | hide | hiding | peek | peeking | peep | scared | shy | stare,face hand,Smileys & Emotion,face-hand,face with peeking eye
🫤,face with diagonal mouth,confused | confusion | diagonal | disappointed | doubt | doubtful | face | frustrated | frustration | meh | mouth | skeptical | unsure | whatever | wtv,face with diagonal mouth | confused | confusion | diagonal | disappointed | doubt | doubtful | face | frustrated | frustration | meh | mouth | skeptical | unsure | whatever | wtv,face concerned,Smileys & Emotion,face-concerned,face with diagonal mouth
🫥,dotted line face,depressed | disappear | dotted | face | hidden | hide | introvert | invisible | line | meh | whatever | wtv,dotted line face | depressed | disappear | dotted | face | hidden | hide | introvert | invisible | line | meh | whatever | wtv,face neutral skeptical,Smileys & Emotion,face-neutral-skeptical,dotted line face
🫦,biting lip,anxious | bite | biting | fear | flirt | flirting | kiss | lip | lipstick | nervous | sexy | uncomfortable | worried | worry,biting lip | anxious | bite | biting | fear | flirt | flirting | kiss | lip | lipstick | nervous | sexy | uncomfortable | worried | worry,body parts,People & Body,body-parts,biting lip
🫧,bubbles,bubble | bubbles | burp | clean | floating | pearl | soap | underwater,bubbles | bubble | bubbles | burp | clean | floating | pearl | soap | underwater,household,Objects,household,bubbles
🫨,shaking face,crazy | daze | earthquake | face | omg | panic | shaking | shock | surprise | vibrate | whoa | wow,shaking face | crazy | daze | earthquake | face | omg | panic | shaking | shock | surprise | vibrate | whoa | wow,face neutral skeptical,Smileys & Emotion,face-neutral-skeptical,shaking face
🫩,face with bags under eyes,bags | bored | exhausted | eyes | face | fatigued | late | sleepy | tired | weary,face with bags under eyes | bags | bored | exhausted | eyes | face | fatigued | late | sleepy | tired | weary,face sleepy,Smileys & Emotion,face-sleepy,face with bags under eyes
🫪,distorted face,anxiety | bloated | panic | shocked | surprised | vulnerable,distorted face | anxiety | bloated | panic | shocked | surprised | vulnerable,face concerned,Smileys & Emotion,face-concerned,distorted face
🫯,fight cloud,argument | brawl | debate | disagreement | fight | ruckus | wrestle,fight cloud | argument | brawl | debate | disagreement | fight | ruckus | wrestle,emotion,Smileys & Emotion,emotion,fight cloud
🫰,hand with index finger and thumb crossed,<3 | crossed | dark skin tone | expensive | finger | hand | heart | index | love | money | snap | thumb,hand with index finger and thumb crossed | <3 | crossed | dark skin tone | expensive | finger | hand | heart | index | love | money | snap | thumb,hand fingers partial,People & Body,hand-fingers-partial,hand with index finger and thumb crossed
🫱,rightwards hand,dark skin tone | hand | handshake | hold | reach | right | rightward | rightwards | shake,rightwards hand | dark skin tone | hand | handshake | hold | reach | right | rightward | rightwards | shake,hand fingers open,People & Body,hand-fingers-open,rightwards hand
🫲,leftwards hand,dark skin tone | hand | handshake | hold | left | leftward | leftwards | reach | shake,leftwards hand | dark skin tone | hand | handshake | hold | left | leftward | leftwards | reach | shake,hand fingers open,People & Body,hand-fingers-open,leftwards hand
🫳,palm down hand,dark skin tone | dismiss | down | drop | dropped | hand | palm | pick | shoo | up,palm down hand | dark skin tone | dismiss | down | drop | dropped | hand | palm | pick | shoo | up,hand fingers open,People & Body,hand-fingers-open,palm down hand
🫴,palm up hand,beckon | catch | come | dark skin tone | hand | hold | know | lift | me | offer | palm | tell,palm up hand | beckon | catch | come | dark skin tone | hand | hold | know | lift | me | offer | palm | tell,hand fingers open,People & Body,hand-fingers-open,palm up hand
🫵,index pointing at the viewer,at | dark skin tone | finger | hand | index | pointing | poke | viewer | you,index pointing at the viewer | at | dark skin tone | finger | hand | index | pointing | poke | viewer | you,hand single finger,People & Body,hand-single-finger,index pointing at the viewer
🫶,heart hands,<3 | dark skin tone | hands | heart | love | you,heart hands | <3 | dark skin tone | hands | heart | love | you,hands,People & Body,hands,heart hands
🫷,leftwards pushing hand,block | dark skin tone | five | halt | hand | high | hold | leftward | leftwards | pause | push | pushing | refuse | slap | stop | wait,leftwards pushing hand | block | dark skin tone | five | halt | hand | high | hold | leftward | leftwards | pause | push | pushing | refuse | slap | stop | wait,hand fingers open,People & Body,hand-fingers-open,leftwards pushing hand
🫸,rightwards pushing hand,block | dark skin tone | five | halt | hand | high | hold | pause | push | pushing | refuse | rightward | rightwards | slap | stop | wait,rightwards pushing hand | block | dark skin tone | five | halt | hand | high | hold | pause | push | pushing | refuse | rightward | rightwards | slap | stop | wait,hand fingers open,People & Body,hand-fingers-open,rightwards pushing hand
😀,grinning face,cheerful | cheery | face | grin | grinning | happy | laugh | nice | smile | smiling | teeth,grinning face | cheerful | cheery | face | grin | grinning | happy | laugh | nice | smile | smiling | teeth,face smiling,Smileys & Emotion,face-smiling,grinning face
😁,beaming face with smiling eyes,beaming | eye | eyes | face | grin | grinning | happy | nice | smile | smiling | teeth,beaming face with smiling eyes | beaming | eye | eyes | face | grin | grinning | happy | nice | smile | smiling | teeth,face smiling,Smileys & Emotion,face-smiling,beaming face with smiling eyes
😂,face with tears of joy,crying | face | feels | funny | haha | happy | hehe | hilarious | joy | laugh | lmao | lol | rofl | roflmao | tear,face with tears of joy | crying | face | feels | funny | haha | happy | hehe | hilarious | joy | laugh | lmao | lol | rofl | roflmao | tear,face smiling,Smileys & Emotion,face-smiling,face with tears of joy
😃,grinning face with big eyes,awesome | big | eyes | face | grin | grinning | happy | mouth | open | smile | smiling | teeth | yay,grinning face with big eyes | awesome | big | eyes | face | grin | grinning | happy | mouth | open | smile | smiling | teeth | yay,face smiling,Smileys & Emotion,face-smiling,grinning face with big eyes
😄,grinning face with smiling eyes,eye | eyes | face | grin | grinning | happy | laugh | lol | mouth | open | smile | smiling,grinning face with smiling eyes | eye | eyes | face | grin | grinning | happy | laugh | lol | mouth | open | smile | smiling,face smiling,Smileys & Emotion,face-smiling,grinning face with smiling eyes
😅,grinning face with sweat,cold | dejected | excited | face | grinning | mouth | nervous | open | smile | smiling | stress | stressed | sweat,grinning face with sweat | cold | dejected | excited | face | grinning | mouth | nervous | open | smile | smiling | stress | stressed | sweat,face smiling,Smileys & Emotion,face-smiling,grinning face with sweat
😆,grinning squinting face,closed | eyes | face | grinning | haha | hahaha | happy | laugh | lol | mouth | open | rofl | smile | smiling | squinting,grinning squinting face | closed | eyes | face | grinning | haha | hahaha | happy | laugh | lol | mouth | open | rofl | smile | smiling | squinting,face smiling,Smileys & Emotion,face-smiling,grinning squinting face
😇,smiling face with halo,angel | angelic | angels | blessed | face | fairy | fairytale | fantasy | halo | happy | innocent | peaceful | smile | smiling | spirit | tale,smiling face with halo | angel | angelic | angels | blessed | face | fairy | fairytale | fantasy | halo | happy | innocent | peaceful | smile | smiling | spirit | tale,face smiling,Smileys & Emotion,face-smiling,smiling face with halo
😈,smiling face with horns,demon | devil | evil | face | fairy | fairytale | fantasy | horns | purple | shade | smile | smiling | tale,smiling face with horns | demon | devil | evil | face | fairy | fairytale | fantasy | horns | purple | shade | smile | smiling | tale,face negative,Smileys & Emotion,face-negative,smiling face with horns
😉,winking face,face | flirt | heartbreaker | sexy | slide | tease | wink | winking | winks,winking face | face | flirt | heartbreaker | sexy | slide | tease | wink | winking | winks,face smiling,Smileys & Emotion,face-smiling,winking face
😊,smiling face with smiling eyes,blush | eye | eyes | face | glad | satisfied | smile | smiling,smiling face with smiling eyes | blush | eye | eyes | face | glad | satisfied | smile | smiling,face smiling,Smileys & Emotion,face-smiling,smiling face with smiling eyes
😋,face savoring food,delicious | eat | face | food | full | hungry | savor | smile | smiling | tasty | um | yum | yummy,face savoring food | delicious | eat | face | food | full | hungry | savor | smile | smiling | tasty | um | yum | yummy,face tongue,Smileys & Emotion,face-tongue,face savoring food
😌,relieved face,calm | face | peace | relief | relieved | zen,relieved face | calm | face | peace | relief | relieved | zen,face sleepy,Smileys & Emotion,face-sleepy,relieved face
😍,smiling face with heart-eyes,143 | bae | eye | face | feels | heart-eyes | hearts | ily | kisses | love | romance | romantic | smile | xoxo,smiling face with heart-eyes | 143 | bae | eye | face | feels | heart-eyes | hearts | ily | kisses | love | romance | romantic | smile | xoxo,face affection,Smileys & Emotion,face-affection,smiling face with heart-eyes
😎,smiling face with sunglasses,awesome | beach | bright | bro | chilling | cool | face | rad | relaxed | shades | slay | smile | style | sunglasses | swag | win,smiling face with sunglasses | awesome | beach | bright | bro | chilling | cool | face | rad | relaxed | shades | slay | smile | style | sunglasses | swag | win,face glasses,Smileys & Emotion,face-glasses,smiling face with sunglasses
😏,smirking face,boss | dapper | face | flirt | homie | kidding | leer | shade | slick | sly | smirk | smug | snicker | suave | suspicious | swag,smirking face | boss | dapper | face | flirt | homie | kidding | leer | shade | slick | sly | smirk | smug | snicker | suave | suspicious | swag,face neutral skeptical,Smileys & Emotion,face-neutral-skeptical,smirking face
😐,neutral face,awkward | blank | deadpan | expressionless | face | fine | jealous | meh | neutral | oh | shade | straight | unamused | unhappy | unimpressed | whatever,neutral face | awkward | blank | deadpan | expressionless | face | fine | jealous | meh | neutral | oh | shade | straight | unamused | unhappy | unimpressed | whatever,face neutral skeptical,Smileys & Emotion,face-neutral-skeptical,neutral face
😑,expressionless face,awkward | dead | expressionless | face | fine | inexpressive | jealous | meh | not | oh | omg | straight | uh | unhappy | unimpressed | whatever,expressionless face | awkward | dead | expressionless | face | fine | inexpressive | jealous | meh | not | oh | omg | straight | uh | unhappy | unimpressed | whatever,face neutral skeptical,Smileys & Emotion,face-neutral-skeptical,expressionless face
😒,unamused face,... | bored | face | fine | jealous | jel | jelly | pissed | smh | ugh | uhh | unamused | unhappy | weird | whatever,unamused face | ... | bored | face | fine | jealous | jel | jelly | pissed | smh | ugh | uhh | unamused | unhappy | weird | whatever,face neutral skeptical,Smileys & Emotion,face-neutral-skeptical,unamused face
😓,downcast face with sweat,close | cold | downcast | face | feels | headache | nervous | sad | scared | sweat | yikes,downcast face with sweat | close | cold | downcast | face | feels | headache | nervous | sad | scared | sweat | yikes,face concerned,Smileys & Emotion,face-concerned,downcast face with sweat
